招聘单位,城市,位置,经度,维度,当前是否招聘,全职,保险情况,吃住情况,面试时间,试岗时间,岗位类型,性别,年龄要求,特殊要求,是否接受有犯罪记录,运力紧急情况,工作时间,相关经验,薪资,工作内容
越秀江湾站,广州,广州市越秀区越秀南路5号202、223-2114房,113.279655,23.117781,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,18~32,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,1,晚7早7、晚8早8、晚9早9。月休4-8天，一周排一次班 休息会安排在周中,无需经验，有经验者优先,2000-2400+1000绩效+780夜班补贴+计件提成=6500-8000,小象超市的搬运理货，整理货架，上架产品
越秀江湾站,广州,广州市越秀区越秀南路5号202、223-2114房,113.279655,23.117781,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
金沙洲二站,广州,白云区沙凤三路3号101房B120室,113.193283,23.147615,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
金沙洲一站,广州,广州市白云区金沙街横沙礼传东街2号自编01房,113.208069,23.161413,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
金沙洲一站,广州,广州市白云区金沙街横沙礼传东街2号自编01房,113.208069,23.161413,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
金沙洲一站,广州,广州市白云区金沙街横沙礼传东街2号自编01房,113.208069,23.161413,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,果切员,不限,18~32,无,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等,无需经验，有经验者优先,底薪2028+出勤补贴1092+绩效3100=6220元,负责果切的备餐和水果捞的制作，确保产品的新鲜和质量；维护卫生和食品安全；检查水果品质，执行报损、盘点、效期检查等
白云三元里站,广州,广州市白云区飞鹅西路3号首层部分,113.264732,23.154346,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
西村站,广州,广东省广州市荔湾区西湾东路21号韵达快递（旁边美团买菜）,113.24543,23.141401,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
西场站,广州,广州市荔湾区中山八路新虹街38号首层,113.23484,23.127617,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
西场站,广州,广州市荔湾区中山八路新虹街38号首层,113.23484,23.127617,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,18~32,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,1,晚7早7、晚8早8、晚9早9。月休4-8天，一周排一次班 休息会安排在周中,无需经验，有经验者优先,2000-2400+1000绩效+780夜班补贴+计件提成=6500-8000,小象超市的搬运理货，整理货架，上架产品
西场站,广州,广州市荔湾区中山八路新虹街38号首层,113.23484,23.127617,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
南海黄岐站,广州,南海区南方药食同源产品国际贸易城（西环路东）,113.198609,23.111791,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
荔湾如意站,广州,广州市荔湾区如意坊路2号之6二楼自编201,113.230361,23.116072,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
荔湾如意站,广州,广州市荔湾区如意坊路2号之6二楼自编201,113.230361,23.116072,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
荔湾如意站,广州,广州市荔湾区如意坊路2号之6二楼自编201,113.230361,23.116072,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
南海北村站,广州,佛山市南海区大沥镇黄岐六联北村大道（北一段）8号首层自编106,113.176897,23.123145,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
南海北村站,广州,佛山市南海区大沥镇黄岐六联北村大道（北一段）8号首层自编106,113.176897,23.123145,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,18~32,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,1,晚7早7、晚8早8、晚9早9。月休4-8天，一周排一次班 休息会安排在周中,无需经验，有经验者优先,2000-2400+1000绩效+780夜班补贴+计件提成=6500-8000,小象超市的搬运理货，整理货架，上架产品
南海北村站,广州,佛山市南海区大沥镇黄岐六联北村大道（北一段）8号首层自编106,113.176897,23.123145,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
白云松南站,广州,广州市白云区华糖街18号一层101室,113.220461,23.153511,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
黄埔萝岗站,广州,广州开发区新阳东路81号101房,113.48912,23.166988,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
黄埔萝岗站,广州,广州开发区新阳东路81号101房,113.48912,23.166988,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,18~32,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,1,晚7早7、晚8早8、晚9早9。月休4-8天，一周排一次班 休息会安排在周中,无需经验，有经验者优先,2000-2400+1000绩效+780夜班补贴+计件提成=6500-8000,小象超市的搬运理货，整理货架，上架产品
黄埔萝岗站,广州,广州开发区新阳东路81号101房,113.48912,23.166988,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,果切员,不限,18~32,无,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等,无需经验，有经验者优先,底薪2028+出勤补贴1092+绩效3100=6220元,负责果切的备餐和水果捞的制作，确保产品的新鲜和质量；维护卫生和食品安全；检查水果品质，执行报损、盘点、效期检查等
夏园站,广州,广州市黄埔东路2937号218,113.527992,23.085766,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
